,LB10,LB11,LB12,LB18,LB19,LB20,LB21,LB22,LB3,LB4,LB5,LB7,LB9,LL11,LL12,LL18,LL19,LL21,LL22,LL3,LL5,LL6,LL7,LL8,LL9,WB11,WB14,WB15,WB16,WB17,WB25,WB27,WB29,WB7,WB8,WB9,WL11,WL12,WL14,WL15,WL23,WL24,WL26,WL27,WL5,WL7,WL8,WL9
K03184,128,151,203,442,227,350,48,451,485,527,399,1070,174,32,0,246,457,10,100,335,244,84,110,303,37,2563,597,303,852,149,373,207,441,1532,4579,860,1121,1662,1588,1132,1940,2012,2432,1858,4712,5004,3808,5135
K03185,2587,1359,1866,2936,4456,3201,1079,1491,3766,1983,2397,5123,604,251,46,2526,3558,336,587,689,250,167,96,567,737,12358,5196,6554,4815,5296,7405,5802,8062,10536,12564,5992,7586,9129,7585,6762,10228,8348,9962,8143,14466,16114,13856,12669
K03186,217,256,332,487,433,362,90,237,235,266,295,604,322,32,31,1242,1645,37,218,429,110,58,122,422,225,2707,1077,1000,1143,758,1184,484,1542,2482,5352,1251,1649,2907,2088,1653,3039,2298,3311,2263,5068,5562,4283,5046
K03187,2062,871,1054,1187,3488,1802,662,627,1290,570,564,1368,487,59,21,79,167,89,14,77,0,9,19,95,84,1027,1599,2234,2126,2004,3398,2578,3250,1207,1463,595,4680,4726,3395,5308,6114,4179,5872,4338,2360,3117,2091,2786
K03188,1515,623,795,965,2583,1336,601,507,1215,494,695,1206,290,73,13,77,173,96,15,68,0,13,41,116,84,1290,1693,2417,2227,2259,3726,3033,3382,1622,1765,742,4268,4373,3177,4636,5638,4196,5436,4434,2618,3314,2120,3121
K03189,1380,657,807,1049,2683,1359,475,466,1144,502,679,1308,349,97,20,1145,1244,160,189,288,0,0,41,211,294,1494,1703,2380,1991,2232,4109,2984,3377,1704,1919,850,4297,4645,3496,4628,6100,4462,5902,4611,3503,3632,3190,4148
K03190,1818,939,1013,1218,3363,1701,571,581,1372,639,759,1559,394,113,15,120,301,146,22,106,6,7,51,142,102,1666,1895,3060,2340,2327,4550,3689,3962,1930,2103,876,4817,5068,3720,5390,6601,5060,6388,5324,3236,4319,2611,3544
K03192,93,62,151,513,368,547,113,270,532,312,976,1344,92,34,0,75,168,54,66,68,111,74,6,163,0,1829,1382,1939,1507,1541,3107,2670,2772,1899,1566,922,1847,1649,1368,1630,2671,1859,2241,2041,2069,1724,2425,3072
K03194,0,0,0,43,101,0,13,6,0,0,0,0,29,0,11,0,0,0,6,13,0,0,0,26,0,3863,1402,1701,953,1324,1512,1190,2491,3223,3208,1853,1774,2262,1604,1344,1850,1490,1969,970,3179,2822,2415,1526
K03195,12,11,12,264,406,10,110,25,111,0,27,0,45,0,0,1580,1840,102,270,257,0,0,0,255,545,6815,3331,4353,2152,3345,4007,3213,6207,6341,5867,3931,3282,3795,2698,2267,3240,2072,2904,1517,5857,5770,4776,2775
K03196,6,17,12,185,409,8,66,48,59,0,14,0,63,11,0,1699,1784,105,205,194,0,7,0,329,572,5677,2821,3843,2108,2860,3766,2979,5768,5271,4705,2951,2795,3057,2336,1800,2662,1677,2472,1319,4689,4762,3837,2475
K03197,0,5,0,64,145,0,34,21,44,0,4,0,12,0,0,722,778,9,97,109,0,0,0,70,28,2315,1180,1548,806,1140,1609,1400,2445,2039,1924,1146,927,1118,809,668,914,578,797,400,1762,1841,1529,989
K03198,0,7,0,53,144,0,48,21,42,0,7,0,18,0,0,669,719,26,92,93,0,0,0,45,56,2442,1135,1525,740,1125,1417,1266,2453,2086,2064,1305,971,1149,850,655,1067,639,783,409,1955,1985,1641,897
K03199,4,44,10,424,788,67,161,57,235,0,40,0,120,22,25,4346,5011,156,539,600,8,22,14,526,727,12400,6007,8194,4360,5996,7658,6302,12435,11615,10988,7097,5808,7002,5069,4134,5950,3839,5412,2970,10597,10056,8740,5213
K03200,0,0,0,89,102,0,53,0,0,0,0,0,11,0,0,0,0,7,0,0,0,0,0,67,0,3952,1331,1760,834,1217,1522,1171,2550,4302,3449,2626,1931,2273,1721,1377,1892,1265,1711,935,3524,3367,2959,1906
K03201,0,0,0,143,305,15,108,52,90,8,0,0,39,13,4,916,1271,0,93,97,0,0,0,109,320,5569,2912,3978,2032,2908,3753,3118,5787,6461,4574,3486,2626,3358,2186,1986,2623,1717,2437,1276,4708,4669,3941,2403
K03202,0,0,0,12,97,0,7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K03203,9,3,0,139,234,4,70,15,58,0,12,0,41,4,0,1006,1283,34,114,156,0,0,0,193,341,3868,1952,2553,1225,1790,2297,1860,3228,3404,3331,2204,1919,2097,1532,1310,1878,1200,1585,958,3555,3123,2823,1579
K03204,0,9,0,168,300,23,54,25,99,0,18,0,34,5,0,1341,1413,83,118,148,0,0,0,216,344,5475,2596,3433,1827,2434,2992,2460,4943,4967,4304,2982,2657,3018,2166,1821,2432,1468,2185,1326,4695,4305,3811,2427
K03205,187,238,192,731,1560,659,419,503,5802,2957,1366,4497,122,226,87,7656,9157,369,1139,953,0,125,32,983,2039,26401,10355,12666,6690,9790,11619,8509,18036,26415,19064,13692,12896,13598,10905,9056,12285,8132,11809,6296,22086,21878,20274,12760
K03206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,18,34,479,692,482,670,1775,2678,527,48,0,0,1130,299,341,701,396,1163,1620,1457,0,0,0,0
K03207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,13,7,0,0,0,0,5,11,27,95,108,142,100,124,238,150,109,181,49,298,271,120,261,327,421,246,174,288,40,486,528
K03208,1157,524,580,683,2046,1007,405,387,513,145,79,985,229,0,0,210,241,42,58,4,0,0,0,26,11,9213,2897,3136,1925,2118,4392,2705,3474,7981,7015,4956,4950,4818,4077,3400,4781,3686,6023,4029,7607,7596,6205,3960
K03210,1352,1006,1060,734,2383,1787,477,598,1016,747,752,1724,359,46,28,1073,1300,113,209,304,107,59,46,211,253,3756,2155,2687,2094,2317,3400,2341,3322,3642,3741,2022,3582,3671,2947,3314,3962,3120,4165,3226,3625,4019,3418,3511
K03212,100,114,147,327,194,308,71,345,440,494,442,1110,153,6,15,152,223,22,114,138,204,128,41,196,16,1550,137,137,257,95,217,113,165,1060,2512,585,339,308,313,271,487,511,1058,427,603,713,581,1655
K03214,116,106,164,426,291,319,66,416,705,427,441,1614,136,19,25,141,254,8,126,149,195,94,14,257,22,1462,167,158,228,91,228,138,161,1095,2436,539,320,379,335,302,516,618,1107,485,692,704,556,1655
K03215,3304,2556,2629,2233,5837,4339,1044,1500,2526,2031,1923,4190,977,206,40,2560,3848,300,597,872,295,359,146,583,695,11981,6324,8161,6264,7303,10872,7973,11177,10838,12616,6103,11176,11787,9257,10758,13471,10932,13693,10439,12887,14170,12068,12799
K03216,699,449,545,757,1461,952,221,511,753,744,704,1080,238,52,26,953,1339,97,253,307,110,129,53,293,295,5017,1993,2709,1969,2511,3517,2521,2967,4466,4649,2740,4371,4140,3449,3934,4724,4037,5374,4050,5513,5594,5045,5169
K03217,5418,4467,4266,3259,9415,7123,1870,2111,4220,3242,3154,6503,1826,330,115,3737,5249,432,747,997,416,383,162,858,1038,16295,9665,12714,9335,10921,15833,12011,15365,14641,15642,8725,14857,15455,12202,14621,17581,13832,18044,13596,17124,17437,14918,15692
K03218,2532,2043,2038,1570,4429,3465,804,1232,2855,2170,1710,4014,829,131,63,1742,2584,169,362,494,165,160,85,396,544,7281,3867,4832,4131,4335,6325,4493,6661,6692,6905,3963,7431,7245,6062,7615,8151,6982,8900,6501,6832,7339,6182,6439
K03219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,148,46,44,32,49,57,0,33,2694,151,1012,99,312,190,145,261,331,360,108,31,112,41,185
K03220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,41,23,0,7,0,0,15,1148,51,406,0,132,62,74,33,159,191,12,15,50,0,10
K03221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,4,9,6,0,0,7,0,0,50,0,0
K03222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,22,38,0,43,24,0,16,1074,88,502,31,151,79,56,63,151,137,62,5,181,15,21
K03223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35,0,14,0,0,0,0,5,767,14,317,63,173,77,75,61,125,112,56,0,42,0,0
K03224,0,0,0,440,225,418,92,457,454,489,396,1221,0,0,0,114,262,19,131,194,277,101,58,0,0,1654,78,75,9,37,18,0,43,2685,1768,1124,75,257,114,126,266,354,495,275,860,828,572,1997
K03225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,28,15,22,0,0,0,1407,87,532,27,182,33,92,107,149,157,77,14,52,8,19
K03226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,61,51,35,17,64,20,0,8,943,75,353,43,148,96,79,132,123,157,68,5,61,51,76
K03227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17,30,10,18,8,18,0,23,479,30,156,28,90,52,31,66,65,87,20,3,36,16,35
K03228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,2,52,50,23,10,28,22,0,29,1090,24,421,45,190,114,64,139,165,193,59,14,72,0,64
K03229,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,6,6,99,52,18,30,28,14,0,59,1538,84,528,53,224,87,98,94,198,232,86,0,56,5,89
K03230,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,10,0,119,95,84,46,36,35,0,46,2477,148,1066,104,411,216,173,296,349,451,206,29,101,32,73
K03233,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
K03235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
K03240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K03243,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,48,0,13,0,0,0,0,0,0,0,0,0,0,11
K03246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,430,0,0,0,0,528,325,0,0,0,0,0,766
K03248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
K03257,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K03265,1435,573,786,536,2018,1115,355,313,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K03269,96,77,133,368,170,453,63,342,299,289,719,800,150,21,16,211,311,86,146,270,196,69,46,205,29,2890,3422,3774,3256,3088,5309,3404,5818,2549,4067,1420,5233,6083,4323,5167,6323,4946,6765,4819,3902,4112,3765,4833
K03270,103,102,114,215,131,188,23,257,217,282,231,687,114,28,31,486,534,63,149,232,136,61,65,173,44,6200,2413,3170,2146,2547,3754,2469,3910,6005,6500,3509,5983,5976,4817,5521,6936,5428,6707,5306,7462,7480,6292,6540
K03271,72,123,108,312,138,261,35,291,548,351,379,1079,103,31,34,275,540,127,131,392,131,80,78,210,24,3376,1350,2189,1356,1180,1937,1041,3377,2558,5060,1579,2032,3189,2846,2110,4244,3355,3859,3275,6621,6906,5957,6727
K03272,1416,803,933,1459,2259,1604,496,1106,2758,1489,1005,3376,468,45,93,137,413,51,158,211,318,174,87,359,17,2987,829,1455,1140,627,1878,675,2098,3986,3969,1733,1046,980,1168,1027,1907,1844,2464,1691,955,1023,1326,2680
K03273,792,419,640,847,1326,984,303,495,2316,1378,713,2153,222,17,70,220,489,72,111,249,150,121,34,198,15,2561,1098,1219,1112,977,1085,582,2086,2902,3296,1251,1545,2481,1947,1576,2834,2046,2586,1976,3480,3364,3227,4146
K03274,1015,522,662,942,1766,1040,397,778,1619,1048,739,2455,287,28,42,205,444,5,180,329,212,152,81,264,22,3465,995,1338,1072,595,902,616,1846,1988,4691,1189,1677,2025,2228,1759,2883,2790,3235,2537,3874,4359,3393,4773
K03275,1198,510,696,384,1660,698,296,203,0,0,0,0,398,8,53,0,166,0,8,0,0,0,0,341,0,0,293,521,466,174,1559,742,408,0,11,48,1303,955,1086,554,1493,1739,2487,2379,0,0,341,18
K03276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,76,30,23,0,10,0,13,0,0,0,0,0,27,0,52,0,0,0,0,0
K03277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,10,0,0,0,0,33,0,0,0,0,10,0,18,0,0,13,0,0,0,0
K03278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,33,0,0,0,14,15,0,0,57,226,93,181,121,314,448,172,0,0,0,0
K03279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K03280,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,162,267,241,300,66,665,158,90,0,0,282,183,86,519,143,53,0,641,40,1161,1373
K03281,4469,2908,3694,4075,6155,4955,1817,2105,4810,2415,2295,6288,1620,408,109,5900,7679,554,1019,1152,242,302,132,1327,2148,31915,13772,15108,12449,13424,17521,11045,22083,25846,29540,15799,24894,30957,20954,23852,30378,20848,26415,17549,30745,31574,29404,24706
K03282,1447,1201,1077,898,2676,1939,471,657,1172,815,809,2032,509,108,40,163,330,79,89,232,166,111,60,277,129,4983,2328,3085,2259,2540,3972,2675,3921,4788,4768,2722,4363,4449,3565,3804,4989,3947,4977,3855,4951,5347,4746,4952
K03283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,17,0,130,0,0,0,0,0,0,0,31,238,29,0,72,0,0,84,0,0,0,0
K03284,4486,3782,3705,2541,7799,6383,1400,1755,3142,2148,2671,5628,1617,200,45,2512,3640,318,585,782,422,304,99,905,652,13124,7465,10597,7245,9448,13476,10544,11967,10427,12962,6386,12376,11525,9757,11918,14901,11434,15959,11728,12768,13334,11748,13834
K03285,0,0,0,0,7,47,0,0,0,0,0,0,0,36,22,2689,2518,748,413,274,0,0,49,518,686,5626,2826,5555,3613,5597,4483,2671,7921,7403,8088,4725,18589,32030,20507,15616,37506,25799,28753,21260,23276,24054,30359,32545
K03286,4196,1922,2633,4711,7264,4743,1301,2083,6411,2413,4096,12968,1197,392,100,7195,10280,415,1372,1670,644,315,120,1485,1660,20177,16821,22435,17136,18362,27139,18919,27417,22417,23323,14692,31191,32717,21839,28073,34826,27036,34814,25450,19471,19624,17774,24461
K03287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,22,0,16,0,0,0,0,0,9,30,13,70,95,72,143,129,102,53,0,0,7
K03288,217,180,247,261,245,233,95,84,296,96,177,194,84,17,0,223,311,42,36,341,0,0,123,184,36,2265,3038,4322,3771,4186,8412,7610,5018,2505,5927,1252,5431,5273,4196,6521,6128,6338,6568,6501,5792,7989,3874,6714
K03289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,175,139,200,127,44,0,747,193,1195,184,193,156,287,180,265,256,196,100,0,90,0,0
K03290,0,0,0,54,0,12,0,18,32,0,0,15,0,28,0,0,640,0,12,0,0,0,0,0,0,17,471,934,470,459,854,818,1225,243,838,221,189,398,107,185,114,349,494,183,0,78,0,0
K03291,242,291,390,779,423,817,149,764,798,982,884,2262,296,155,67,251,490,34,273,286,433,227,89,490,116,3218,183,411,317,232,411,241,427,2641,4350,1278,676,556,681,512,1096,1004,2217,931,1491,1616,1351,3437
K03292,3253,2994,2856,2636,4609,5131,552,2381,2401,2888,2393,5722,1278,77,58,695,1598,90,787,882,1109,648,233,717,200,16080,6397,8700,6122,6301,7202,5220,9696,13580,21249,8575,7981,10945,8999,7262,12300,8484,13023,7506,15427,16841,14230,18121
K03293,235,146,162,450,518,412,74,469,472,447,521,1143,0,21,0,306,566,40,210,561,330,119,160,439,15,10222,3438,3852,3134,3027,6234,11775,3641,8118,11041,4480,7404,7464,7205,7755,8806,7487,10426,8248,14352,15372,10560,12183
K03294,4512,4629,4181,2534,8452,7072,1383,1937,4104,3634,2940,7068,1844,71,39,4580,6728,209,1020,1581,643,1062,185,944,890,29632,15413,17273,14124,14360,20128,11260,23655,26915,29752,16829,28105,33302,22249,25390,30969,22603,28705,19451,27131,29668,24069,25548
K03296,18168,11547,11696,14089,34041,22130,6721,7146,25165,13584,14290,30648,4225,875,165,41266,44129,1967,6599,6065,329,409,433,2869,7877,42738,47213,55851,51160,51922,67445,41581,84530,34833,43977,24192,83799,95247,66255,91195,102875,68428,91756,65738,54030,52712,51614,54932
K03297,481,319,385,423,843,491,512,246,182,142,188,396,162,49,46,907,1022,74,172,272,70,46,56,301,227,1595,858,1220,758,1262,1071,412,1449,1445,2540,703,1554,2400,1523,1607,2801,1815,2601,1756,3336,3481,2713,3722
K03298,1461,1215,1299,623,2012,1909,783,406,515,375,349,1629,539,0,6,204,496,67,50,147,0,5,91,246,0,2268,793,970,982,595,493,307,739,2580,3941,1410,2213,3055,2475,2305,3664,3465,4121,3084,10077,9938,9505,9297
K03299,2135,1102,1386,3340,3858,3383,910,2131,5410,3243,3628,8531,963,257,213,971,1502,330,568,822,698,529,205,1100,206,7853,3389,4954,3950,4269,8309,6778,6579,8223,9284,4040,7294,8103,6527,6745,11735,9330,11649,9246,11184,11084,11056,14425
K03300,2348,1973,1797,610,3391,2637,624,415,840,431,224,1945,664,7,0,25,141,0,0,13,0,61,0,21,26,544,3012,4885,4493,4578,10508,9048,4558,2452,1624,1865,7422,4071,3807,8827,6606,6970,7203,6591,180,1180,616,362
K03301,0,0,0,85,122,8,25,53,343,50,0,531,0,0,0,0,0,0,0,7,0,0,0,0,0,8,59,430,8,97,1079,435,464,327,926,285,0,24,11,0,11,0,48,0,0,107,0,19
K03303,200,5,77,615,1089,592,164,437,554,961,552,1450,43,41,26,3149,4181,192,476,578,10,27,90,293,541,3616,1332,1737,1664,1183,1304,1188,3177,3611,4151,1598,3464,4632,3727,2983,5423,4696,5257,3575,7006,7484,6248,6984
K03304,0,0,0,90,48,0,14,0,9,61,70,15,5,0,0,0,20,0,0,0,0,0,0,15,0,383,685,1201,807,721,634,418,2049,532,325,604,470,686,432,269,604,488,832,447,0,62,0,52
K03305,2683,2456,2458,1277,4313,3926,871,1344,2848,2104,1640,4821,1112,26,83,396,996,73,329,539,563,628,166,635,147,15594,7909,7868,8036,7829,9572,5250,12877,13203,15649,8216,16572,18317,12617,18514,18563,12644,17129,11540,14157,14417,11594,12317
K03306,2238,2371,2000,898,4123,3573,781,584,2827,1717,909,3937,709,284,94,4847,6307,403,713,830,28,152,98,397,1193,17129,8242,9954,7289,9294,12259,8274,12904,14602,16642,9256,14923,16450,12349,13155,16880,11884,16301,11440,15474,16813,12979,12840
K03307,234,215,272,551,267,729,160,425,678,610,524,1927,32,367,78,317,922,238,208,438,239,134,150,230,345,10321,14521,14506,12411,11713,17771,9210,21686,10873,13438,7780,14994,30833,15211,17162,24968,12333,19392,10779,11533,12075,9994,12198
K03308,11,0,0,69,113,0,23,42,299,12,30,605,0,7,0,117,329,24,29,230,0,0,74,57,17,1184,3258,5074,3705,4787,7884,7155,4758,563,2204,270,3891,2766,3189,3942,3888,4389,5386,5198,3796,4636,3446,3551
K03309,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,52,124,0,0,9,0,60,0,0,17,5556,3849,6085,3991,5342,9643,7184,6633,4673,4116,2838,5600,4090,4033,5552,5136,4556,7476,6025,3800,4456,3688,2201
K03310,188,182,237,902,1043,1127,64,1030,723,1205,1181,1558,207,36,67,199,340,42,169,258,238,280,90,355,22,2081,1769,3485,3064,3440,6632,6133,3058,3087,2000,1372,4043,2952,2648,4856,4195,4264,5950,4498,955,1017,755,2300
K03311,134,123,201,436,203,424,84,407,502,499,413,1184,203,42,28,232,444,21,142,157,249,197,54,255,39,1885,1266,2200,1737,1762,4480,3194,1821,2719,2992,1340,3512,1788,2276,3658,3301,3746,4998,3981,955,1053,761,2098
K03312,1380,736,873,1274,2287,1391,486,934,2135,1223,876,2785,472,22,46,170,242,40,234,157,279,269,45,370,20,1788,1214,2315,1777,2334,3389,3000,2040,1186,1982,566,1660,1027,910,3216,1706,1525,2139,1188,882,735,633,1822
K03313,1830,1996,1501,1228,3245,3156,629,744,1852,1569,1875,4317,855,32,38,814,1151,18,233,235,278,164,56,362,240,15248,5233,4737,3820,4384,4946,2345,6726,14442,12663,8877,9176,11545,7966,7613,9903,6184,8880,4998,11781,11539,10319,7973
K03314,144,153,185,438,207,403,95,525,483,587,416,1319,205,0,46,164,275,34,177,163,291,117,30,292,16,2158,66,127,42,48,202,109,133,1623,3071,830,316,244,265,275,335,486,1316,467,823,923,782,2188
K03315,274,296,346,919,486,863,155,1033,1082,1098,948,2660,375,30,52,344,727,13,315,382,578,384,118,527,15,4117,231,756,199,774,262,144,457,2655,3997,1026,64,44,146,31,510,394,801,460,1818,1736,1608,4272
K03316,7379,6923,6618,3576,12780,9906,2372,2523,3147,2777,3158,6112,2684,242,117,2648,3559,353,561,608,394,193,61,994,1228,19626,10136,11587,10402,11013,17425,10223,15835,20232,16312,11741,25194,24185,17727,24753,29128,19334,26784,18631,17023,17468,16315,15037
K03317,311,304,410,1031,762,854,220,970,1449,1235,934,3691,367,109,81,2329,3106,97,603,618,525,398,68,724,383,10456,2055,3182,1345,1957,3003,2098,4023,8832,9887,5604,3619,3654,2907,2407,3752,2967,5339,2196,7609,7129,6091,7544
K03318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,6,0,0,0,0,52,8,27,42,33,39,90,41,0,53,0,0
K03319,137,175,246,942,479,829,136,1059,1201,1200,1076,2728,184,26,61,314,578,29,335,354,602,288,89,372,0,4516,1136,1447,1502,1282,1576,646,1715,2352,4305,1130,3704,3329,2856,4045,4620,3911,4561,3515,1856,1719,2130,4026
K03320,11338,6739,7748,8243,15277,13498,3573,4535,8406,5680,6896,12896,2791,1724,223,35331,33000,2018,5263,7111,726,723,566,4158,9673,54121,27912,40511,27283,31101,45953,32446,51264,47554,62197,31728,40649,50510,41363,35378,62381,45304,53767,41251,88574,87192,77315,91379
K03321,8601,5716,6296,6531,15898,10373,2915,4564,9562,6731,6770,14268,2860,529,285,5350,7246,707,1131,1805,945,616,273,1989,1260,23152,11033,14318,10337,11382,17634,12265,20960,21632,23617,11700,18121,23002,16309,15546,25760,18032,24616,16852,29866,29920,27747,32543
K03322,5569,4943,4501,2459,9390,7896,1907,1566,1739,1362,1931,4145,1755,166,41,3481,4934,215,531,933,257,297,190,478,662,11985,4771,4244,3857,3737,4390,2139,6361,8401,12529,5143,8408,12362,9197,8197,12108,8432,10795,7570,14632,15711,12704,12480
K03324,1179,265,387,1224,3182,1665,358,616,4248,2056,1908,4452,98,171,21,4315,5203,173,628,535,0,316,29,432,1152,1904,891,796,1415,575,893,500,1635,3331,2272,1625,2062,1990,1769,2142,2306,2350,3920,2568,1569,1880,2785,198
K03325,6,83,126,282,1552,198,150,51,349,143,88,1051,74,15,0,1999,2736,114,349,439,8,73,35,195,445,7512,3547,5291,2899,4053,4636,3336,6490,6279,6622,3822,5379,5272,3638,5190,5784,3854,4288,2897,8636,9231,7679,7199
K03326,289,286,328,899,393,652,153,862,973,1046,798,2491,352,87,56,335,666,47,284,350,530,259,110,542,40,3730,219,262,213,159,327,205,320,2456,3706,1088,885,679,862,726,1206,1576,3225,1301,1686,1580,1465,3805
K03327,7776,5893,5891,4864,12699,10701,2439,3368,4590,3462,3897,8607,2542,485,163,952,1964,323,582,1015,860,674,202,1097,534,17374,9153,12549,10064,11406,17741,13654,15041,17054,20101,9756,15529,14907,12505,14739,18511,16199,21568,15126,20116,18943,17767,20739
K03328,1180,345,295,654,3541,1513,560,667,838,1260,1000,1961,94,12,86,2717,4289,224,763,493,0,0,0,573,568,607,2996,3454,2089,2062,3476,2404,4827,3065,1861,1407,2360,4369,1969,1840,4115,2463,2274,1433,205,542,641,1120
K03329,542,267,294,525,846,777,218,391,217,244,549,550,103,0,0,80,116,0,68,84,140,80,21,0,0,894,86,279,44,265,117,50,195,578,887,324,77,109,35,34,68,83,215,116,367,434,417,920
K03330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,227,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,110,120,0,0,0,0,0
K03331,706,365,386,366,1165,596,217,282,843,377,125,593,177,0,0,153,450,0,0,0,0,13,0,18,11,49,100,41,219,79,219,32,278,71,10,27,134,624,334,715,603,199,199,187,0,0,235,0
K03332,0,21,6,60,16,4,20,0,0,240,28,44,0,20,0,19,148,0,0,0,0,0,0,36,214,131,1870,2266,1607,1650,2808,1431,2881,104,777,419,1392,3553,1454,1957,3562,1209,1750,1093,0,0,0,1148
K03333,167,165,216,876,364,482,78,547,855,588,812,1884,229,55,34,276,366,108,194,275,319,219,56,421,0,2315,1357,1371,651,1598,1857,884,1643,1576,2470,801,2712,4619,3629,1431,3834,2827,3975,2842,2213,4082,2720,2801
K03335,3389,1751,1978,2315,7243,3588,1186,1338,660,573,1764,1825,983,123,43,212,447,169,167,304,229,305,87,357,106,2667,5222,5898,5183,3859,6074,4705,10153,2284,7628,1691,2843,5622,3180,2683,5051,3625,4916,2956,4345,4960,4506,4838
K03336,2080,1299,1352,2097,3597,2547,835,1388,1138,923,1766,2334,728,266,122,393,708,161,276,571,436,255,179,694,179,4499,1373,959,1689,659,821,432,2571,3123,7453,1659,2021,3013,2528,1963,3613,3531,4464,3007,7035,7587,5873,7898
K03337,965,589,625,980,1598,1294,359,678,431,320,763,1333,359,128,38,173,347,74,99,259,190,94,92,258,79,2058,642,356,599,358,329,197,903,1417,3418,795,941,1563,1241,917,1640,1541,2086,1467,3226,3534,2663,3511
K03338,1909,1246,1393,2409,3831,2829,939,1743,1247,1135,1908,3657,743,245,127,483,977,217,430,764,601,391,186,719,184,5791,1349,914,1338,771,753,440,1918,3896,8850,2054,2224,3415,2735,2011,3778,3780,4741,3378,8265,8697,6853,9596
